cross_over_date_strong,Name,mov2,mov1
2021-02-11,DHUNINV,20.0,50.0
2021-04-27,DHUNINV,20.0,50.0
2021-06-03,DIAMONDYD,20,50
2021-05-18,DIAPOWER,20.0,50.0
2021-06-01,DIAPOWER,20.0,50.0
2021-09-08,DIAPOWER,20.0,50.0
2021-02-23,DICIND,20.0,50.0
2021-05-26,DICIND,20.0,50.0
2021-06-03,DIGISPICE,20,50
2020-12-15,DISHTV,20.0,50.0
2021-05-10,DISHTV,20.0,50.0
2021-09-09,DISHTV,20.0,50.0
2021-04-07,DIVISLAB,20,50
2021-04-29,DIXON,20,50
2021-05-28,DLF,20,50
2021-02-25,DLINKINDIA,20.0,50.0
2021-05-20,DLINKINDIA,20.0,50.0
2021-05-24,DMART,20,50
2020-12-14,DNAMEDIA,20.0,50.0
2021-04-29,DNAMEDIA,20.0,50.0
,DODLA,20,50
2020-12-14,DOLAT,20.0,50.0
2021-03-22,DOLAT,20.0,50.0
2021-05-19,DOLLAR,20,50
2021-05-18,DONEAR,20,50
2021-01-06,DPSCLTD,20.0,50.0
2021-05-28,DPSCLTD,20.0,50.0
2021-04-30,DPWIRES,20,50
2021-06-18,DRCSYSTEMS,20.0,50.0
2021-08-10,DRCSYSTEMS,20.0,50.0
2021-02-24,DREDGECORP,20.0,50.0
2021-05-18,DREDGECORP,20.0,50.0
2020-12-17,DRREDDY,20.0,50.0
2021-04-12,DRREDDY,20.0,50.0
2021-03-02,DSSL,20,50
2021-02-12,DTIL,20.0,50.0
2021-05-05,DTIL,20.0,50.0
2021-03-24,DUCON,20.0,50.0
2021-04-07,DUCON,20.0,50.0
2021-04-29,DVL,20,50
2021-03-04,DWARKESH,20,50
,DYNAMATECH,20,50
2020-12-29,DYNPRO,20.0,50.0
2021-07-12,DYNPRO,20.0,50.0
,EASEMYTRIP,20,50
2020-12-10,EASTSILK,20.0,50.0
2021-04-12,EASTSILK,20.0,50.0
2020-12-15,EASUNREYRL,20.0,50.0
2021-03-16,EASUNREYRL,20.0,50.0
2021-05-28,EASUNREYRL,20.0,50.0
2021-03-17,EBIXFOREX,20.0,50.0
2021-03-22,EBIXFOREX,20.0,50.0
2021-05-14,EBIXFOREX,20.0,50.0
2021-09-08,EBIXFOREX,20.0,50.0
,ECLERX,20,50
2021-03-03,EDELWEISS,20.0,50.0
2021-06-07,EDELWEISS,20.0,50.0
2020-12-08,EDUCOMP,20.0,50.0
2021-05-12,EDUCOMP,20.0,50.0
2021-05-27,EICHERMOT,20.0,50.0
2021-09-06,EICHERMOT,20.0,50.0
2021-03-10,EIDPARRY,20.0,50.0
2021-05-03,EIDPARRY,20.0,50.0
2021-09-16,EIDPARRY,20.0,50.0
2021-05-21,EIHAHOTELS,20,50
2021-02-15,EIHOTEL,20.0,50.0
2021-05-24,EIHOTEL,20.0,50.0
2021-02-05,EIMCOELECO,20.0,50.0
2021-03-08,EIMCOELECO,20.0,50.0
2021-05-07,EIMCOELECO,20.0,50.0
2021-08-17,EKC,20,50
,ELECON,20,50
2021-02-24,ELECTCAST,20.0,50.0
2021-09-14,ELECTCAST,20.0,50.0
2021-02-24,ELECTHERM,20.0,50.0
2021-05-10,ELECTHERM,20.0,50.0
2021-07-12,ELGIEQUIP,20.0,50.0
2021-07-29,ELGIEQUIP,20.0,50.0
2021-05-10,ELGIRUBCO,20,50
2021-03-08,EMAMILTD,20.0,50.0
2021-03-31,EMAMILTD,20.0,50.0
2021-05-21,EMAMIREAL,20,50
2020-12-08,EMCO,20.0,50.0
2021-05-28,EMCO,20.0,50.0
2021-03-08,EMKAY,20.0,50.0
2021-05-21,EMKAY,20.0,50.0
2020-12-14,EMMBI,20.0,50.0
2021-04-01,EMMBI,20.0,50.0
2021-05-06,EMMBI,20.0,50.0
2021-03-18,ENDURANCE,20.0,50.0
2021-05-26,ENDURANCE,20.0,50.0
2021-05-20,ENERGYDEV,20,50
2021-03-02,ENGINERSIN,20.0,50.0
2021-05-19,ENGINERSIN,20.0,50.0
2021-03-04,ENIL,20.0,50.0
2021-05-25,ENIL,20.0,50.0
2021-05-06,EPL,20,50
2021-05-24,EQUITAS,20,50
2021-05-25,EQUITASBNK,20,50
2021-03-31,ERIS,20.0,50.0
2021-09-09,ERIS,20.0,50.0
2021-02-04,EROSMEDIA,20.0,50.0
2021-05-26,EROSMEDIA,20.0,50.0
2021-05-27,ESABINDIA,20,50
2021-02-08,ESCORTS,20.0,50.0
2021-06-11,ESCORTS,20.0,50.0
2021-08-05,ESCORTS,20.0,50.0
2021-05-10,ESSARSHPNG,20,50
2021-01-07,ESTER,20.0,50.0
2021-03-16,ESTER,20.0,50.0
2021-07-14,ESTER,20.0,50.0
2021-03-17,EUROTEXIND,20.0,50.0
2021-06-17,EUROTEXIND,20.0,50.0
2021-09-16,EVEREADY,20,50
2021-02-18,EVERESTIND,20.0,50.0
2021-02-23,EVERESTIND,20.0,50.0
2021-05-04,EVERESTIND,20.0,50.0
2021-06-07,EXCEL,20,50
2021-01-08,EXCELINDUS,20.0,50.0
2021-02-18,EXCELINDUS,20.0,50.0
2021-05-04,EXCELINDUS,20.0,50.0
2021-05-25,EXIDEIND,20.0,50.0
2021-09-13,EXIDEIND,20.0,50.0
2021-01-04,EXPLEOSOL,20.0,50.0
2021-03-05,EXPLEOSOL,20.0,50.0
,FACT,20,50
,FAIRCHEMOR,20,50
2021-04-28,FCL,20,50
2021-01-22,FCONSUMER,20.0,50.0
2021-05-31,FCONSUMER,20.0,50.0
2020-12-07,FCSSOFT,20.0,50.0
2021-05-11,FCSSOFT,20.0,50.0
2020-12-10,FDC,20.0,50.0
2021-04-12,FDC,20.0,50.0
2021-05-18,FEDERALBNK,20.0,50.0
2021-08-03,FEDERALBNK,20.0,50.0
2020-12-04,FEL,20.0,50.0
2021-06-02,FEL,20.0,50.0
2021-02-11,FELDVR,20.0,50.0
2021-05-21,FELDVR,20.0,50.0
2021-03-15,FIEMIND,20.0,50.0
2021-04-30,FIEMIND,20.0,50.0
2021-09-17,FILATEX,20,50
2021-05-25,FINCABLES,20,50
2021-01-12,FINEORG,20.0,50.0
2021-04-12,FINEORG,20.0,50.0
2021-08-04,FINEORG,20.0,50.0
2021-09-09,FINEORG,20.0,50.0
2021-02-10,FINPIPE,20.0,50.0
2021-03-03,FINPIPE,20.0,50.0
2021-04-06,FINPIPE,20.0,50.0
2021-09-15,FINPIPE,20.0,50.0
2021-02-09,FLEXITUFF,20.0,50.0
2021-05-04,FLEXITUFF,20.0,50.0
2021-01-25,FLFL,20.0,50.0
2021-02-09,FLFL,20.0,50.0
2021-06-03,FLFL,20.0,50.0
2021-03-15,FLUOROCHEM,20,50
2021-03-05,FMGOETZE,20.0,50.0
2021-05-27,FMGOETZE,20.0,50.0
2021-05-31,FMNL,20,50
2021-05-24,FORCEMOT,20,50
2021-03-01,FORTIS,20,50
2020-12-09,FOSECOIND,20.0,50.0
2021-04-28,FOSECOIND,20.0,50.0
2021-01-22,FRETAIL,20.0,50.0
2021-02-02,FRETAIL,20.0,50.0
2021-02-15,FRETAIL,20.0,50.0
2021-06-07,FRETAIL,20.0,50.0
2021-06-03,FSC,20,50
,FSL,20,50
2021-05-21,GABRIEL,20,50
2021-01-01,GAEL,20.0,50.0
2021-03-04,GAEL,20.0,50.0
2021-04-28,GAEL,20.0,50.0
2021-04-01,GAIL,20.0,50.0
2021-05-10,GAIL,20.0,50.0
2021-09-14,GAIL,20.0,50.0
2021-05-10,GAL,20.0,50.0
2021-07-30,GAL,20.0,50.0
2021-08-31,GALAXYSURF,20,50
,GALLANTT,20,50
2021-04-06,GALLISPAT,20,50
2020-12-07,GAMMNINFRA,20.0,50.0
2021-03-09,GAMMNINFRA,20.0,50.0
2021-05-14,GAMMNINFRA,20.0,50.0
2021-04-28,GANDHITUBE,20,50
2021-05-21,GANECOS,20,50
2021-06-02,GANESHHOUC,20,50
,GANGAFORGE,20,50
2021-02-05,GANGESSECU,20.0,50.0
2021-05-04,GANGESSECU,20.0,50.0
2021-09-09,GANGESSECU,20.0,50.0
,GARFIBRES,20,50
2021-05-14,GATI,20.0,50.0
2021-05-18,GATI,20.0,50.0
2020-12-07,GAYAHWS,20.0,50.0
2021-05-17,GAYAHWS,20.0,50.0
2021-05-25,GAYAPROJ,20.0,50.0
2021-07-15,GAYAPROJ,20.0,50.0
,GDL,20,50
,GEECEE,20,50
2020-12-29,GEEKAYWIRE,20.0,50.0
2021-05-06,GEEKAYWIRE,20.0,50.0
2021-07-23,GEEKAYWIRE,20.0,50.0
,GENCON,20,50
2020-12-04,GENESYS,20.0,50.0
2021-06-07,GENESYS,20.0,50.0
2021-03-04,GENUSPAPER,20,50
,GENUSPOWER,20,50
2021-03-12,GEOJITFSL,20.0,50.0
2021-05-06,GEOJITFSL,20.0,50.0
2021-03-05,GEPIL,20.0,50.0
2021-05-27,GEPIL,20.0,50.0
2021-02-25,GESHIP,20.0,50.0
2021-09-14,GESHIP,20.0,50.0
2021-02-19,GET&D,20.0,50.0
2021-05-17,GET&D,20.0,50.0
2020-12-14,GFLLIMITED,20.0,50.0
2021-02-17,GFLLIMITED,20.0,50.0
2021-02-19,GFLLIMITED,20.0,50.0
2021-02-25,GFLLIMITED,20.0,50.0
2021-03-22,GFLLIMITED,20.0,50.0
2021-05-31,GFLLIMITED,20.0,50.0
2021-09-20,GFLLIMITED,20.0,50.0
2021-05-28,GFSTEELS,20,50
,GHCL,20,50
2021-05-21,GICHSGFIN,20,50
2021-02-18,GICRE,20.0,50.0
2021-06-30,GICRE,20.0,50.0
2021-03-16,GILLANDERS,20.0,50.0
2021-05-27,GILLANDERS,20.0,50.0
2021-04-01,GILLETTE,20.0,50.0
2021-05-31,GILLETTE,20.0,50.0
2021-03-22,GINNIFILA,20,50
2021-03-05,GIPCL,20.0,50.0
2021-05-14,GIPCL,20.0,50.0
2020-12-09,GKWLIMITED,20.0,50.0
2021-04-12,GKWLIMITED,20.0,50.0
2021-02-22,GLAND,20,50
2020-12-04,GLAXO,20.0,50.0
2021-05-04,GLAXO,20.0,50.0
2020-12-07,GLENMARK,20.0,50.0
2021-04-09,GLENMARK,20.0,50.0
2020-12-04,GLFL,20.0,50.0
2021-02-25,GLFL,20.0,50.0
2021-06-17,GLFL,20.0,50.0
2021-09-08,GLFL,20.0,50.0
2021-05-18,GLOBAL,20,50
2021-05-11,GLOBALVECT,20,50
2021-01-01,GLOBUSSPR,20.0,50.0
2021-05-27,GLOBUSSPR,20.0,50.0
2021-03-09,GMBREW,20.0,50.0
2021-04-05,GMBREW,20.0,50.0
2021-05-25,GMBREW,20.0,50.0
2021-05-07,GMDCLTD,20.0,50.0
2021-09-08,GMDCLTD,20.0,50.0
2021-02-18,GMMPFAUDLR,20.0,50.0
2021-05-12,GMMPFAUDLR,20.0,50.0
2021-03-04,GMRINFRA,20.0,50.0
2021-05-20,GMRINFRA,20.0,50.0
2021-09-13,GMRINFRA,20.0,50.0
2021-05-20,GNA,20,50
2021-02-22,GNFC,20.0,50.0
2021-08-02,GNFC,20.0,50.0
2021-02-11,GOACARBON,20.0,50.0
2021-04-06,GOACARBON,20.0,50.0
2021-05-07,GOACARBON,20.0,50.0
2021-06-01,GOCLCORP,20,50
2021-05-25,GODFRYPHLP,20,50
2020-12-15,GODREJAGRO,20.0,50.0
2021-04-09,GODREJAGRO,20.0,50.0
2021-04-12,GODREJCP,20,50
,GODREJIND,20,50
2021-06-03,GODREJPROP,20,50
2021-06-25,GOENKA,20.0,50.0
2021-06-29,GOENKA,20.0,50.0
2021-09-20,GOENKA,20.0,50.0
2021-04-26,GOKEX,20,50
2021-04-09,GOKUL,20.0,50.0
2021-05-06,GOKUL,20.0,50.0
2021-05-05,GOKULAGRO,20,50
2021-05-11,GOLDENTOBC,20.0,50.0
2021-07-27,GOLDENTOBC,20.0,50.0
,GOLDIAM,20,50
2021-02-19,GOLDTECH,20.0,50.0
2021-05-31,GOLDTECH,20.0,50.0
2021-04-23,GOODLUCK,20,50
2021-05-24,GOODYEAR,20,50
,GPIL,20,50
2021-02-10,GPPL,20.0,50.0
2021-05-24,GPPL,20.0,50.0
2021-05-17,GPTINFRA,20,50
2021-05-03,GRANULES,20.0,50.0
2021-07-08,GRANULES,20.0,50.0
2021-08-05,GRAPHITE,20,50
2021-05-27,GRASIM,20.0,50.0
2021-09-13,GRASIM,20.0,50.0
2021-05-11,GRAVITA,20,50
2021-06-11,GREAVESCOT,20,50
,GREENLAM,20,50
2021-04-12,GREENPANEL,20.0,50.0
2021-07-30,GREENPANEL,20.0,50.0
,GREENPLY,20,50
2021-05-14,GREENPOWER,20,50
2021-09-02,GRINDWELL,20,50
2021-05-26,GROBTEA,20,50
2021-03-17,GRPLTD,20.0,50.0
2021-05-05,GRPLTD,20.0,50.0
2021-09-06,GRPLTD,20.0,50.0
2020-12-16,GRSE,20.0,50.0
2021-02-18,GRSE,20.0,50.0
2021-06-03,GRSE,20.0,50.0
2021-05-11,GSCLCEMENT,20,50
2021-07-28,GSFC,20,50
2021-02-15,GSPL,20.0,50.0
2021-05-18,GSPL,20.0,50.0
2021-02-16,GSS,20.0,50.0
2021-07-01,GSS,20.0,50.0
2021-07-14,GSS,20.0,50.0
2021-09-06,GSS,20.0,50.0
2020-12-08,GTL,20.0,50.0
2021-05-11,GTL,20.0,50.0
2020-12-15,GTLINFRA,20.0,50.0
2021-03-04,GTLINFRA,20.0,50.0
2021-05-26,GTLINFRA,20.0,50.0
2021-05-06,GTNTEX,20,50
2021-04-20,GTPL,20,50
2021-04-20,GUFICBIO,20.0,50.0
2021-08-02,GUFICBIO,20.0,50.0
2021-03-08,GUJALKALI,20.0,50.0
2021-07-07,GUJALKALI,20.0,50.0
2021-09-16,GUJALKALI,20.0,50.0
2021-01-12,GUJAPOLLO,20.0,50.0
2021-05-07,GUJAPOLLO,20.0,50.0
2021-06-03,GUJGASLTD,20,50
2021-02-22,GULFOILLUB,20.0,50.0
2021-06-10,GULFOILLUB,20.0,50.0
2021-05-03,GULFPETRO,20,50
2021-04-05,GULPOLY,20,50
2021-05-25,HAL,20,50
2020-12-23,HAPPSTMNDS,20,50
,HARRMALAYA,20,50
2021-06-01,HATHWAY,20,50
2021-03-05,HATSUN,20,50
2021-06-02,HAVELLS,20.0,50.0
2021-07-16,HAVELLS,20.0,50.0
2020-12-10,HAVISHA,20.0,50.0
2021-05-12,HAVISHA,20.0,50.0
2021-05-14,HBLPOWER,20,50
2021-05-26,HBSL,20,50
2021-03-09,HCC,20.0,50.0
2021-05-18,HCC,20.0,50.0
2021-02-23,HCG,20,50
2021-02-04,HCL-INSYS,20.0,50.0
2021-05-25,HCL-INSYS,20.0,50.0
2020-12-07,HCLTECH,20.0,50.0
2021-03-23,HCLTECH,20.0,50.0
2021-06-15,HCLTECH,20.0,50.0
2021-05-28,HDFC,20.0,50.0
2021-07-08,HDFC,20.0,50.0
2021-08-06,HDFC,20.0,50.0
2021-03-10,HDFCAMC,20.0,50.0
2021-06-01,HDFCAMC,20.0,50.0
2021-08-26,HDFCAMC,20.0,50.0
2021-05-27,HDFCBANK,20.0,50.0
2021-08-16,HDFCBANK,20.0,50.0
2021-06-15,HDFCLIFE,20.0,50.0
2021-08-31,HDFCLIFE,20.0,50.0
2021-05-28,HDIL,20,50
2021-07-28,HEG,20.0,50.0
2021-07-30,HEG,20.0,50.0
2021-03-25,HEIDELBERG,20.0,50.0
2021-08-30,HEIDELBERG,20.0,50.0
2021-06-07,HEMIPROP,20,50
2021-07-22,HERANBA,20,50
2021-05-17,HERCULES,20,50
2020-12-14,HERITGFOOD,20.0,50.0
2021-02-23,HERITGFOOD,20.0,50.0
2020-12-09,HEROMOTOCO,20.0,50.0
2021-06-01,HEROMOTOCO,20.0,50.0
2021-09-17,HEROMOTOCO,20.0,50.0
2021-02-17,HESTERBIO,20.0,50.0
2021-09-14,HESTERBIO,20.0,50.0
,HEXATRADEX,20,50
2021-05-05,HFCL,20.0,50.0
2021-09-17,HFCL,20.0,50.0
2021-05-14,HGINFRA,20,50
,HGS,20,50
2021-01-07,HIKAL,20.0,50.0
2021-02-01,HIKAL,20.0,50.0
2021-04-16,HIKAL,20.0,50.0
2021-07-27,HIL,20,50
2021-04-16,HILTON,20.0,50.0
2021-07-27,HILTON,20.0,50.0
2021-09-02,HILTON,20.0,50.0
2021-05-10,HIMATSEIDE,20,50
2021-07-19,HINDALCO,20,50
2021-05-17,HINDCOMPOS,20,50
2021-05-10,HINDCON,20,50
,HINDCOPPER,20,50
2021-03-05,HINDMOTORS,20.0,50.0
2021-05-17,HINDMOTORS,20.0,50.0
2021-03-19,HINDNATGLS,20,50
2021-02-24,HINDOILEXP,20,50
2021-05-10,HINDPETRO,20.0,50.0
2021-09-16,HINDPETRO,20.0,50.0
2021-03-26,HINDUNILVR,20.0,50.0
2021-06-21,HINDUNILVR,20.0,50.0
2021-08-20,HINDUNILVR,20.0,50.0
2021-04-28,HINDZINC,20.0,50.0
2021-09-15,HINDZINC,20.0,50.0
2021-05-18,HIRECT,20.0,50.0
2021-08-25,HIRECT,20.0,50.0
2021-03-31,HISARMETAL,20.0,50.0
2021-06-15,HISARMETAL,20.0,50.0
2021-05-20,HITECH,20,50
2021-02-09,HITECHCORP,20.0,50.0
2021-04-19,HITECHCORP,20.0,50.0
2021-05-11,HITECHGEAR,20,50
2021-08-27,HLEGLAS,20,50
2021-03-05,HLVLTD,20.0,50.0
2021-05-20,HLVLTD,20.0,50.0
2021-06-03,HMT,20,50
2021-02-24,HMVL,20.0,50.0
2021-05-18,HMVL,20.0,50.0
2020-12-07,HNDFDS,20.0,50.0
2021-05-19,HNDFDS,20.0,50.0
2021-09-08,HNDFDS,20.0,50.0
2021-05-10,HOMEFIRST,20,50
2021-07-14,HONAUT,20,50
2020-12-10,HONDAPOWER,20.0,50.0
2021-02-16,HONDAPOWER,20.0,50.0
2021-03-02,HONDAPOWER,20.0,50.0
2021-05-19,HONDAPOWER,20.0,50.0
2021-02-15,HOTELRUGBY,20.0,50.0
2021-05-31,HOTELRUGBY,20.0,50.0
2020-12-07,HOVS,20.0,50.0
2021-03-15,HOVS,20.0,50.0
2021-05-24,HOVS,20.0,50.0
2021-03-02,HPL,20.0,50.0
2021-05-24,HPL,20.0,50.0
2021-01-07,HSCL,20.0,50.0
2021-03-02,HSCL,20.0,50.0
2021-05-06,HSCL,20.0,50.0
2021-05-11,HSIL,20,50
2020-12-04,HTMEDIA,20.0,50.0
2021-05-25,HTMEDIA,20.0,50.0
2021-05-25,HUBTOWN,20,50
2021-05-24,HUDCO,20,50
2021-02-12,HUHTAMAKI,20.0,50.0
2021-05-11,HUHTAMAKI,20.0,50.0
2021-06-01,HUHTAMAKI,20.0,50.0
2021-05-26,IBREALEST,20,50
2021-05-25,IBULHSGFIN,20,50
2021-05-10,ICICIBANK,20,50
2021-05-11,ICICIGI,20.0,50.0
2021-09-02,ICICIGI,20.0,50.0
2021-04-26,ICICIPRULI,20,50
2021-04-27,ICIL,20,50
2020-12-08,ICRA,20.0,50.0
2021-03-19,ICRA,20.0,50.0
2021-06-15,ICRA,20.0,50.0
2021-03-03,IDBI,20.0,50.0
2021-09-02,IDBI,20.0,50.0
2021-06-07,IDEA,20.0,50.0
2021-09-16,IDEA,20.0,50.0
2021-05-11,IDFC,20.0,50.0
2021-07-27,IDFC,20.0,50.0
2021-09-17,IDFC,20.0,50.0
2021-05-27,IDFCFIRSTB,20,50
2021-06-15,IEX,20,50
2021-05-10,IFBAGRO,20,50
2021-06-03,IFBIND,20.0,50.0
2021-09-09,IFBIND,20.0,50.0
2021-03-03,IFCI,20.0,50.0
2021-06-02,IFCI,20.0,50.0
2021-06-23,IFGLEXPOR,20,50
2021-04-23,IGARASHI,20,50
2021-05-10,IGL,20.0,50.0
2021-05-27,IGL,20.0,50.0
2021-09-09,IGL,20.0,50.0
2021-02-12,IGPL,20.0,50.0
2021-04-07,IGPL,20.0,50.0
2021-04-28,IGPL,20.0,50.0
2021-05-11,IGPL,20.0,50.0
2021-05-17,IGPL,20.0,50.0
2021-07-15,IIFL,20,50
2021-02-25,IIFLSEC,20.0,50.0
2021-04-07,IIFLSEC,20.0,50.0
2021-05-05,IIFLSEC,20.0,50.0
2021-07-05,IIFLWAM,20,50
2021-05-19,IITL,20,50
2020-12-14,IL&FSENGG,20.0,50.0
2021-04-23,IL&FSENGG,20.0,50.0
2021-04-22,IL&FSTRANS,20.0,50.0
2021-05-28,IL&FSTRANS,20.0,50.0
2021-02-25,IMAGICAA,20.0,50.0
2021-05-25,IMAGICAA,20.0,50.0
2021-06-14,IMFA,20,50
2020-12-11,IMPAL,20.0,50.0
2021-02-11,IMPAL,20.0,50.0
2021-06-04,IMPAL,20.0,50.0
2020-12-07,INCREDIBLE,20.0,50.0
2021-04-12,INCREDIBLE,20.0,50.0
2020-12-04,INDBANK,20.0,50.0
2021-05-11,INDBANK,20.0,50.0
2021-02-16,INDHOTEL,20.0,50.0
2021-03-08,INDHOTEL,20.0,50.0
2021-05-19,INDHOTEL,20.0,50.0
2021-09-13,INDHOTEL,20.0,50.0
2021-04-06,INDIACEM,20.0,50.0
2021-05-18,INDIACEM,20.0,50.0
2021-05-10,INDIAGLYCO,20,50
2020-12-04,INDIAMART,20.0,50.0
2021-07-15,INDIAMART,20.0,50.0
2021-08-04,INDIAMART,20.0,50.0
2021-08-30,INDIAMART,20.0,50.0
2021-05-19,INDIANB,20,50
2021-05-17,INDIANCARD,20,50
2021-05-25,INDIANHUME,20,50
2021-03-04,INDIGO,20.0,50.0
2021-05-18,INDIGO,20.0,50.0
2021-08-31,INDIGO,20.0,50.0
2021-05-20,INDIGOPNTS,20.0,50.0
2021-09-03,INDIGOPNTS,20.0,50.0
2020-12-04,INDLMETER,20.0,50.0
2021-05-17,INDLMETER,20.0,50.0
2021-07-09,INDLMETER,20.0,50.0
2021-02-12,INDNIPPON,20.0,50.0
2021-05-24,INDNIPPON,20.0,50.0
2021-06-17,INDNIPPON,20.0,50.0
2021-04-15,INDOCO,20,50
2021-03-15,INDORAMA,20,50
2020-12-08,INDOSOLAR,20.0,50.0
2021-06-07,INDOSOLAR,20.0,50.0
2021-02-26,INDOSTAR,20.0,50.0
2021-06-02,INDOSTAR,20.0,50.0
2021-05-12,INDOTECH,20,50
2021-06-29,INDOTHAI,20.0,50.0
2021-07-08,INDOTHAI,20.0,50.0
2021-05-20,INDOWIND,20,50
2021-03-23,INDRAMEDCO,20,50
2021-04-26,INDSWFTLAB,20,50
2021-05-24,INDTERRAIN,20,50
2021-02-01,INDUSINDBK,20.0,50.0
2021-05-24,INDUSINDBK,20.0,50.0
2021-08-11,INDUSINDBK,20.0,50.0
2021-09-16,INDUSINDBK,20.0,50.0
2021-04-01,INDUSTOWER,20.0,50.0
2021-04-08,INDUSTOWER,20.0,50.0
2021-05-11,INDUSTOWER,20.0,50.0
2021-09-13,INDUSTOWER,20.0,50.0
2021-04-07,INEOSSTYRO,20,50
2021-02-12,INFIBEAM,20.0,50.0
2021-06-01,INFIBEAM,20.0,50.0
2020-12-31,INFOBEAN,20.0,50.0
2021-04-07,INFOBEAN,20.0,50.0
2021-03-02,INFOMEDIA,20.0,50.0
2021-04-22,INFOMEDIA,20.0,50.0
2021-05-10,INFOMEDIA,20.0,50.0
2021-07-20,INFOMEDIA,20.0,50.0
2021-03-08,INFY,20.0,50.0
2021-06-01,INFY,20.0,50.0
2021-05-04,INGERRAND,20,50
2021-05-26,INOXLEISUR,20.0,50.0
2021-08-12,INOXLEISUR,20.0,50.0
2021-04-20,INOXWIND,20,50
2020-12-16,INSECTICID,20.0,50.0
2021-04-20,INSECTICID,20.0,50.0
2021-06-17,INSPIRISYS,20,50
2021-07-22,INTELLECT,20,50
2021-04-23,INTENTECH,20,50
2021-02-16,INVENTURE,20.0,50.0
2021-05-20,INVENTURE,20.0,50.0
2021-02-05,IOB,20.0,50.0
2021-05-24,IOB,20.0,50.0
2021-05-17,IOC,20.0,50.0
2021-09-02,IOC,20.0,50.0
2021-05-03,IOLCP,20.0,50.0
2021-07-12,IOLCP,20.0,50.0
2021-04-08,IPCALAB,20.0,50.0
2021-07-22,IPCALAB,20.0,50.0
2021-01-13,IRB,20.0,50.0
2021-03-09,IRB,20.0,50.0
2021-05-31,IRB,20.0,50.0
2021-09-06,IRB,20.0,50.0
2021-02-10,IRCON,20.0,50.0
2021-05-10,IRCON,20.0,50.0
2021-05-21,IRCTC,20,50
2021-05-25,IRFC,20,50
2020-12-10,ISEC,20.0,50.0
2021-04-22,ISEC,20.0,50.0
2021-01-05,ISFT,20.0,50.0
2021-04-09,ISFT,20.0,50.0
2021-09-08,ISFT,20.0,50.0
,ISGEC,20,50
2021-05-04,ISMTLTD,20.0,50.0
2021-09-15,ISMTLTD,20.0,50.0
2021-06-01,ITC,20.0,50.0
2021-08-04,ITC,20.0,50.0
2021-03-05,ITDC,20.0,50.0
2021-05-27,ITDC,20.0,50.0
2021-09-20,ITDC,20.0,50.0
2021-05-24,ITDCEM,20,50
2021-03-02,ITI,20.0,50.0
2021-05-21,ITI,20.0,50.0
2020-12-08,IVC,20.0,50.0
2021-04-23,IVC,20.0,50.0
2021-05-17,IVP,20,50
,IWEL,20,50
2021-02-23,IZMO,20,50
2021-05-20,J&KBANK,20,50
2021-02-17,JAGRAN,20.0,50.0
2021-06-04,JAGRAN,20.0,50.0
2021-04-23,JAGSNPHARM,20,50
,JAIBALAJI,20,50
2021-03-02,JAICORPLTD,20.0,50.0
2021-05-19,JAICORPLTD,20.0,50.0
2020-12-23,JAINSTUDIO,20.0,50.0
2021-05-27,JAINSTUDIO,20.0,50.0
2021-05-10,JAMNAAUTO,20.0,50.0
2021-05-19,JAMNAAUTO,20.0,50.0
2021-08-31,JAMNAAUTO,20.0,50.0
,JASH,20,50
2021-04-28,JAYAGROGN,20.0,50.0
2021-09-13,JAYAGROGN,20.0,50.0
2021-04-30,JAYBARMARU,20,50
2021-02-23,JAYNECOIND,20,50
2021-03-03,JAYSREETEA,20.0,50.0
2021-04-28,JAYSREETEA,20.0,50.0
2020-12-15,JBCHEPHARM,20.0,50.0
2021-02-11,JBCHEPHARM,20.0,50.0
2020-12-09,JBFIND,20.0,50.0
2021-03-31,JBFIND,20.0,50.0
2021-05-18,JBMA,20,50
2020-12-17,JCHAC,20.0,50.0
2020-12-23,JCHAC,20.0,50.0
2021-07-16,JCHAC,20.0,50.0
2021-02-26,JETAIRWAYS,20.0,50.0
2021-03-16,JETAIRWAYS,20.0,50.0
2021-06-01,JETAIRWAYS,20.0,50.0
2021-09-16,JETAIRWAYS,20.0,50.0
2021-09-13,JHS,20,50
2021-06-15,JINDALPHOT,20,50
2021-02-09,JINDALPOLY,20,50
2021-03-02,JINDALSAW,20.0,50.0
2021-04-01,JINDALSAW,20.0,50.0
2021-04-08,JINDALSAW,20.0,50.0
2021-04-30,JINDALSAW,20.0,50.0
2021-07-28,JINDALSTEL,20,50
2021-02-25,JINDRILL,20.0,50.0
2021-05-10,JINDRILL,20.0,50.0
2021-09-09,JINDRILL,20.0,50.0
2021-05-18,JINDWORLD,20.0,50.0
2021-09-13,JINDWORLD,20.0,50.0
2021-03-10,JISLDVREQS,20.0,50.0
2021-05-19,JISLDVREQS,20.0,50.0
2021-09-08,JISLDVREQS,20.0,50.0
2021-03-05,JISLJALEQS,20.0,50.0
2021-05-21,JISLJALEQS,20.0,50.0
2021-09-08,JISLJALEQS,20.0,50.0
2021-05-07,JITFINFRA,20,50
2021-06-03,JIYAECO,20,50
2021-06-01,JKCEMENT,20.0,50.0
2021-06-07,JKCEMENT,20.0,50.0
2021-06-24,JKCEMENT,20.0,50.0
2021-06-11,JKIL,20,50
2021-02-08,JKLAKSHMI,20.0,50.0
