cross_over_date_strong,Name,mov2,mov1
2021-05-20,JKLAKSHMI,20.0,50.0
2021-05-24,JKPAPER,20,50
2021-01-11,JKTYRE,20.0,50.0
2021-05-18,JKTYRE,20.0,50.0
2021-04-08,JMA,20,50
,JMCPROJECT,20,50
2021-02-09,JMFINANCIL,20.0,50.0
2021-06-01,JMFINANCIL,20.0,50.0
2021-05-19,JMTAUTOLTD,20,50
2020-12-07,JOCIL,20.0,50.0
2021-04-26,JOCIL,20.0,50.0
2021-02-24,JPASSOCIAT,20.0,50.0
2021-04-09,JPASSOCIAT,20.0,50.0
2021-05-19,JPASSOCIAT,20.0,50.0
2021-05-24,JPINFRATEC,20,50
2021-03-31,JPPOWER,20,50
2021-04-16,JSL,20,50
2021-04-08,JSLHISAR,20,50
,JSWENERGY,20,50
2021-04-07,JSWHL,20.0,50.0
2021-08-13,JSWHL,20.0,50.0
2021-08-25,JSWHL,20.0,50.0
2021-04-07,JSWISPL,20,50
2021-07-26,JSWSTEEL,20,50
2021-05-21,JTEKTINDIA,20,50
2021-05-21,JUBLFOOD,20,50
2021-04-23,JUBLINDS,20,50
,JUBLINGREA,20,50
2021-04-28,JUBLPHARMA,20,50
2021-06-10,JUMPNET,20,50
2021-02-15,JUSTDIAL,20.0,50.0
2021-02-26,JUSTDIAL,20.0,50.0
2021-06-03,JUSTDIAL,20.0,50.0
2020-12-04,JYOTHYLAB,20.0,50.0
2021-05-11,JYOTHYLAB,20.0,50.0
2021-09-15,JYOTHYLAB,20.0,50.0
2021-04-13,JYOTISTRUC,20.0,50.0
2021-06-22,JYOTISTRUC,20.0,50.0
2021-05-14,KABRAEXTRU,20,50
2021-05-27,KAJARIACER,20,50
2021-03-10,KAKATCEM,20.0,50.0
2021-07-30,KAKATCEM,20.0,50.0
2021-05-20,KALPATPOWR,20,50
2020-12-07,KALYANIFRG,20.0,50.0
2021-02-18,KALYANIFRG,20.0,50.0
2021-05-24,KALYANIFRG,20.0,50.0
,KALYANKJIL,20,50
2021-05-20,KAMATHOTEL,20,50
2021-09-03,KAMDHENU,20,50
2020-12-14,KANANIIND,20.0,50.0
2021-05-28,KANANIIND,20.0,50.0
2021-09-15,KANORICHEM,20,50
2021-05-05,KANPRPLA,20.0,50.0
2021-09-16,KANPRPLA,20.0,50.0
2021-04-08,KANSAINER,20.0,50.0
2021-05-06,KANSAINER,20.0,50.0
2021-05-27,KANSAINER,20.0,50.0
2020-12-18,KAPSTON,20.0,50.0
2021-02-05,KAPSTON,20.0,50.0
2021-03-03,KAPSTON,20.0,50.0
2021-03-12,KAPSTON,20.0,50.0
2021-02-24,KARDA,20.0,50.0
2021-03-30,KARDA,20.0,50.0
2021-05-06,KARDA,20.0,50.0
2020-12-07,KARMAENG,20.0,50.0
2021-05-25,KARMAENG,20.0,50.0
2021-05-24,KARURVYSYA,20,50
2020-12-10,KAUSHALYA,20.0,50.0
2021-06-04,KAUSHALYA,20.0,50.0
2021-05-27,KAYA,20,50
2021-01-25,KCP,20.0,50.0
2021-02-04,KCP,20.0,50.0
2021-03-08,KCPSUGIND,20.0,50.0
2021-04-30,KCPSUGIND,20.0,50.0
2021-06-09,KDDL,20,50
2021-02-02,KEC,20.0,50.0
2021-06-18,KEC,20.0,50.0
2021-09-09,KEC,20.0,50.0
2021-05-07,KECL,20.0,50.0
2021-07-16,KECL,20.0,50.0
,KEI,20,50
2021-05-28,KELLTONTEC,20,50
2021-05-19,KENNAMET,20,50
2021-03-01,KERNEX,20.0,50.0
2021-05-26,KERNEX,20.0,50.0
2021-05-11,KESORAMIND,20,50
2021-05-21,KEYFINSERV,20,50
2021-05-21,KHADIM,20,50
2021-05-07,KHAICHEM,20,50
2020-12-08,KHANDSE,20.0,50.0
2021-04-09,KHANDSE,20.0,50.0
2021-04-29,KHANDSE,20.0,50.0
2021-07-19,KHANDSE,20.0,50.0
2021-05-07,KICL,20.0,50.0
2021-09-03,KICL,20.0,50.0
2021-09-15,KICL,20.0,50.0
2020-12-23,KILITCH,20.0,50.0
2021-04-09,KILITCH,20.0,50.0
2021-07-22,KILITCH,20.0,50.0
,KIMS,20,50
2021-01-04,KINGFA,20.0,50.0
2021-03-08,KINGFA,20.0,50.0
2021-05-11,KINGFA,20.0,50.0
2020-12-11,KIOCL,20.0,50.0
2021-02-17,KIOCL,20.0,50.0
2021-02-25,KIOCL,20.0,50.0
2021-04-30,KIOCL,20.0,50.0
2021-05-14,KIRIINDUS,20,50
,KIRLFER,20,50
,KIRLOSBROS,20,50
,KIRLOSENG,20,50
2021-05-06,KIRLOSIND,20,50
2021-05-20,KITEX,20,50
2021-05-24,KKCL,20,50
2021-03-04,KMSUGAR,20,50
2021-05-19,KNRCON,20,50
2021-05-25,KOKUYOCMLN,20,50
2021-05-27,KOLTEPATIL,20.0,50.0
2021-06-07,KOLTEPATIL,20.0,50.0
2021-07-19,KOLTEPATIL,20.0,50.0
2021-04-20,KOPRAN,20,50
2021-02-16,KOTAKBANK,20.0,50.0
2021-03-09,KOTAKBANK,20.0,50.0
2021-06-02,KOTAKBANK,20.0,50.0
2021-08-13,KOTAKBANK,20.0,50.0
2021-08-31,KOTAKBANK,20.0,50.0
2021-05-03,KOTARISUG,20,50
2021-04-23,KOTHARIPET,20,50
2021-05-10,KOTHARIPRO,20,50
2020-12-11,KPITTECH,20,50
,KPRMILL,20,50
2020-12-09,KRBL,20.0,50.0
2021-05-06,KRBL,20.0,50.0
2021-04-22,KREBSBIO,20.0,50.0
2021-08-02,KREBSBIO,20.0,50.0
2020-12-04,KRIDHANINF,20.0,50.0
2021-03-17,KRIDHANINF,20.0,50.0
2021-04-06,KRIDHANINF,20.0,50.0
2021-04-30,KRIDHANINF,20.0,50.0
2021-05-12,KRIDHANINF,20.0,50.0
2021-03-10,KRISHANA,20.0,50.0
2021-06-11,KRISHANA,20.0,50.0
,KSB,20,50
2020-12-17,KSCL,20.0,50.0
2020-12-29,KSCL,20.0,50.0
2021-04-13,KSCL,20.0,50.0
2021-08-03,KSCL,20.0,50.0
,KSL,20,50
2021-05-18,KTKBANK,20.0,50.0
2021-09-09,KTKBANK,20.0,50.0
2021-03-02,KUANTUM,20.0,50.0
2021-06-01,KUANTUM,20.0,50.0
2021-06-07,L&TFH,20,50
2020-12-21,LAKPRE,20.0,50.0
2021-05-21,LAKPRE,20.0,50.0
2020-12-29,LALPATHLAB,20.0,50.0
2021-03-16,LALPATHLAB,20.0,50.0
2021-03-02,LAMBODHARA,20.0,50.0
2021-03-05,LAMBODHARA,20.0,50.0
2021-03-31,LAOPALA,20.0,50.0
2021-05-11,LAOPALA,20.0,50.0
2021-05-18,LAOPALA,20.0,50.0
2021-08-03,LAOPALA,20.0,50.0
2021-08-27,LAOPALA,20.0,50.0
2021-04-28,LASA,20,50
2020-12-07,LAURUSLABS,20.0,50.0
2021-04-06,LAURUSLABS,20.0,50.0
2021-06-01,LAXMIMACH,20,50
2021-06-28,LCCINFOTEC,20.0,50.0
2021-08-31,LCCINFOTEC,20.0,50.0
2021-02-17,LEMONTREE,20.0,50.0
2021-03-05,LEMONTREE,20.0,50.0
2021-05-19,LEMONTREE,20.0,50.0
2021-06-09,LFIC,20.0,50.0
2021-07-26,LFIC,20.0,50.0
2021-08-03,LFIC,20.0,50.0
2021-05-26,LGBBROSLTD,20,50
2021-05-12,LGBFORGE,20,50
2020-12-18,LIBAS,20,50
2021-05-19,LIBERTSHOE,20.0,50.0
2021-09-06,LIBERTSHOE,20.0,50.0
2021-05-17,LICHSGFIN,20,50
,LIKHITHA,20,50
2021-03-09,LINCOLN,20.0,50.0
2021-09-13,LINCOLN,20.0,50.0
2021-02-16,LINCPEN,20.0,50.0
2021-05-21,LINCPEN,20.0,50.0
2021-09-07,LINCPEN,20.0,50.0
2021-07-08,LINDEINDIA,20,50
,LODHA,20,50
2021-04-13,LOKESHMACH,20.0,50.0
2021-08-31,LOKESHMACH,20.0,50.0
2021-08-03,LOTUSEYE,20,50
2021-03-04,LOVABLE,20.0,50.0
2021-05-07,LOVABLE,20.0,50.0
2020-12-10,LPDC,20.0,50.0
2021-03-08,LPDC,20.0,50.0
2021-05-17,LPDC,20.0,50.0
2021-03-01,LSIL,20,50
2021-05-25,LT,20,50
2021-03-30,LTI,20.0,50.0
2021-06-15,LTI,20.0,50.0
2021-06-01,LTTS,20,50
2021-02-12,LUMAXIND,20.0,50.0
2021-05-27,LUMAXIND,20.0,50.0
2021-06-11,LUMAXTECH,20,50
2020-12-23,LUPIN,20.0,50.0
2021-04-19,LUPIN,20.0,50.0
,LUXIND,20,50
,LXCHEM,20,50
2021-04-26,LYKALABS,20.0,50.0
2021-07-27,LYKALABS,20.0,50.0
2021-03-02,LYPSAGEMS,20.0,50.0
2021-06-03,LYPSAGEMS,20.0,50.0
2021-05-28,M&M,20.0,50.0
2021-08-26,M&M,20.0,50.0
2021-02-03,M&MFIN,20.0,50.0
2021-07-07,M&MFIN,20.0,50.0
2021-09-03,M&MFIN,20.0,50.0
,MAANALU,20,50
2020-12-09,MACPOWER,20.0,50.0
2021-05-24,MACPOWER,20.0,50.0
2021-05-20,MADHAV,20,50
2021-02-25,MADHUCON,20.0,50.0
2021-05-28,MADHUCON,20.0,50.0
2021-05-12,MADRASFERT,20,50
2020-12-10,MAGADSUGAR,20.0,50.0
2021-03-05,MAGADSUGAR,20.0,50.0
2021-04-22,MAGADSUGAR,20.0,50.0
2021-01-28,MAGMA,20.0,50.0
2021-05-06,MAGMA,20.0,50.0
2020-12-23,MAGNUM,20.0,50.0
2021-02-24,MAGNUM,20.0,50.0
2021-05-24,MAGNUM,20.0,50.0
,MAHABANK,20,50
2021-05-14,MAHAPEXLTD,20,50
2021-01-06,MAHASTEEL,20.0,50.0
2021-05-05,MAHASTEEL,20.0,50.0
2021-07-22,MAHASTEEL,20.0,50.0
2020-12-10,MAHEPC,20.0,50.0
2021-05-28,MAHEPC,20.0,50.0
2021-02-10,MAHESHWARI,20.0,50.0
2021-04-19,MAHESHWARI,20.0,50.0
2021-08-04,MAHESHWARI,20.0,50.0
2021-05-10,MAHINDCIE,20,50
2021-05-28,MAHLIFE,20,50
2021-06-02,MAHLOG,20,50
2021-02-04,MAHSCOOTER,20.0,50.0
2021-05-26,MAHSCOOTER,20.0,50.0
2021-05-06,MAHSEAMLES,20,50
2021-04-09,MAITHANALL,20,50
2021-03-02,MAJESCO,20.0,50.0
2021-05-20,MAJESCO,20.0,50.0
2021-05-20,MALUPAPER,20,50
2020-12-08,MANAKALUCO,20.0,50.0
2021-04-12,MANAKALUCO,20.0,50.0
2021-09-14,MANAKALUCO,20.0,50.0
,MANAKCOAT,20,50
2021-03-12,MANAKSIA,20.0,50.0
2021-04-26,MANAKSIA,20.0,50.0
2021-03-30,MANAKSTEEL,20.0,50.0
2021-07-15,MANAKSTEEL,20.0,50.0
2021-02-02,MANALIPETC,20.0,50.0
2021-07-07,MANALIPETC,20.0,50.0
2021-07-14,MANALIPETC,20.0,50.0
2021-02-11,MANAPPURAM,20.0,50.0
2021-05-21,MANAPPURAM,20.0,50.0
2021-04-23,MANGALAM,20,50
2021-05-06,MANGCHEFER,20,50
2021-05-10,MANGLMCEM,20,50
2021-02-09,MANGTIMBER,20.0,50.0
2021-05-24,MANGTIMBER,20.0,50.0
2021-02-09,MANGTIMBER,20.0,50.0
2021-05-24,MANGTIMBER,20.0,50.0
2021-03-15,MANINDS,20,50
2021-05-21,MANINFRA,20,50
2021-03-08,MANUGRAPH,20,50
2021-03-04,MARALOVER,20,50
2021-06-01,MARATHON,20,50
2021-04-15,MARICO,20.0,50.0
2021-09-01,MARICO,20.0,50.0
,MARINE,20,50
2021-04-22,MARKSANS,20,50
2021-05-27,MARUTI,20,50
2021-05-21,MASFIN,20,50
2021-03-04,MASKINVEST,20.0,50.0
2021-06-18,MASKINVEST,20.0,50.0
2021-09-17,MASKINVEST,20.0,50.0
2021-03-16,MASTEK,20,50
2021-06-10,MATRIMONY,20,50
2021-02-24,MAWANASUG,20,50
,MAXHEALTH,20,50
2021-03-03,MAXIND,20.0,50.0
2021-09-13,MAXIND,20.0,50.0
2021-05-11,MAXVIL,20,50
2021-04-26,MAYURUNIQ,20,50
2021-02-05,MAZDA,20.0,50.0
2021-05-21,MAZDA,20.0,50.0
2021-09-14,MAZDA,20.0,50.0
2021-05-25,MAZDOCK,20,50
2021-06-07,MBAPL,20,50
2021-05-27,MBECL,20,50
2021-05-26,MBLINFRA,20,50
2021-02-11,MCDHOLDING,20.0,50.0
2021-05-28,MCDHOLDING,20.0,50.0
2021-09-17,MCDHOLDING,20.0,50.0
2021-05-14,MCDOWELL-N,20.0,50.0
2021-08-18,MCDOWELL-N,20.0,50.0
2020-12-04,MCL,20,50
2021-03-02,MCLEODRUSS,20.0,50.0
2021-05-04,MCLEODRUSS,20.0,50.0
2020-12-29,MCX,20.0,50.0
2021-05-18,MCX,20.0,50.0
2021-07-15,MCX,20.0,50.0
2021-09-13,MCX,20.0,50.0
2021-04-28,MEGASOFT,20.0,50.0
2021-07-08,MEGASOFT,20.0,50.0
2021-04-05,MELSTAR,20.0,50.0
2021-09-16,MELSTAR,20.0,50.0
2021-05-11,MENONBE,20,50
2021-03-09,MEP,20.0,50.0
2021-05-21,MEP,20.0,50.0
2020-12-07,MERCATOR,20.0,50.0
2021-05-06,MERCATOR,20.0,50.0
2020-12-08,METALFORGE,20.0,50.0
2021-04-06,METALFORGE,20.0,50.0
2021-05-18,METALFORGE,20.0,50.0
2021-01-06,METROPOLIS,20.0,50.0
2021-04-01,METROPOLIS,20.0,50.0
2021-09-13,METROPOLIS,20.0,50.0
2021-09-09,MFSL,20,50
2021-05-26,MGL,20.0,50.0
2021-07-12,MGL,20.0,50.0
2021-09-07,MGL,20.0,50.0
2021-05-25,MHRIL,20,50
2021-05-10,MIDHANI,20,50
2021-05-05,MINDACORP,20,50
2021-05-21,MINDAIND,20,50
2021-04-27,MINDTECK,20,50
2021-03-09,MINDTREE,20,50
2021-05-06,MIRCELECTR,20,50
2021-05-21,MIRZAINT,20.0,50.0
2021-09-06,MIRZAINT,20.0,50.0
2021-05-26,MITTAL,20.0,50.0
2021-09-16,MITTAL,20.0,50.0
2021-05-26,MMFL,20,50
2021-05-06,MMP,20,50
2021-05-11,MMTC,20,50
2021-09-08,MODIRUBBER,20,50
,MODISNME,20,50
2021-06-03,MOHITIND,20,50
2020-12-07,MOHOTAIND,20.0,50.0
2021-06-07,MOHOTAIND,20.0,50.0
2020-12-08,MOIL,20.0,50.0
2021-02-23,MOIL,20.0,50.0
,MOKSH,20,50
2021-04-28,MOLDTECH,20,50
2021-09-15,MOLDTKPAC,20,50
2021-04-28,MONTECARLO,20.0,50.0
2021-09-09,MONTECARLO,20.0,50.0
2021-03-04,MORARJEE,20.0,50.0
2021-05-21,MORARJEE,20.0,50.0
2021-03-08,MOREPENLAB,20,50
2021-02-10,MOTHERSUMI,20.0,50.0
2021-05-07,MOTHERSUMI,20.0,50.0
2021-03-08,MOTILALOFS,20.0,50.0
2021-05-06,MOTILALOFS,20.0,50.0
2021-03-26,MOTOGENFIN,20.0,50.0
2021-06-15,MOTOGENFIN,20.0,50.0
2020-12-22,MPHASIS,20,50
2021-02-02,MPSLTD,20.0,50.0
2021-07-12,MPSLTD,20.0,50.0
2021-05-31,MRF,20.0,50.0
2021-07-13,MRF,20.0,50.0
2021-06-08,MRO-TEK,20,50
2021-02-24,MRPL,20.0,50.0
2021-05-05,MRPL,20.0,50.0
2021-04-06,MSPL,20.0,50.0
2021-07-30,MSPL,20.0,50.0
2020-12-04,MSTCLTD,20.0,50.0
2021-06-28,MSTCLTD,20.0,50.0
2021-09-16,MSTCLTD,20.0,50.0
2021-06-04,MTARTECH,20,50
2021-05-18,MTEDUCARE,20,50
2021-03-04,MTNL,20.0,50.0
2021-05-28,MTNL,20.0,50.0
2021-04-01,MUKANDLTD,20.0,50.0
2021-06-29,MUKANDLTD,20.0,50.0
2021-03-16,MUKTAARTS,20.0,50.0
2021-05-19,MUKTAARTS,20.0,50.0
2021-02-12,MUNJALAU,20.0,50.0
2021-05-19,MUNJALAU,20.0,50.0
2021-02-05,MUNJALSHOW,20.0,50.0
2021-05-25,MUNJALSHOW,20.0,50.0
2021-08-03,MUNJALSHOW,20.0,50.0
2021-05-18,MURUDCERA,20,50
2021-03-01,MUTHOOTCAP,20.0,50.0
2021-05-25,MUTHOOTCAP,20.0,50.0
2020-12-17,MUTHOOTFIN,20.0,50.0
2020-12-29,MUTHOOTFIN,20.0,50.0
2021-02-12,MUTHOOTFIN,20.0,50.0
2021-05-21,MUTHOOTFIN,20.0,50.0
2021-05-10,NACLIND,20,50
2021-02-26,NAGAFERT,20.0,50.0
2021-05-10,NAGAFERT,20.0,50.0
2021-05-10,NAGREEKCAP,20.0,50.0
2021-08-02,NAGREEKCAP,20.0,50.0
2021-05-06,NAGREEKEXP,20,50
2021-05-10,NAHARCAP,20,50
2021-03-05,NAHARINDUS,20.0,50.0
2021-05-07,NAHARINDUS,20.0,50.0
2021-03-09,NAHARPOLY,20,50
,NAHARSPING,20,50
2021-05-07,NAM-INDIA,20,50
2020-12-07,NATCOPHARM,20.0,50.0
2021-04-09,NATCOPHARM,20.0,50.0
2021-01-11,NATHBIOGEN,20.0,50.0
2021-02-03,NATHBIOGEN,20.0,50.0
2021-03-02,NATHBIOGEN,20.0,50.0
,NATIONALUM,20,50
2021-05-03,NAUKRI,20.0,50.0
2021-06-16,NAUKRI,20.0,50.0
2021-03-02,NAVINFLUOR,20.0,50.0
2021-08-30,NAVINFLUOR,20.0,50.0
2021-05-20,NAVKARCORP,20,50
2021-02-23,NAVNETEDUL,20.0,50.0
2021-05-27,NAVNETEDUL,20.0,50.0
2021-07-13,NAZARA,20.0,50.0
2021-09-03,NAZARA,20.0,50.0
2021-05-18,NBCC,20,50
2021-02-08,NBIFIN,20.0,50.0
2021-04-19,NBIFIN,20.0,50.0
2021-08-09,NBIFIN,20.0,50.0
2020-12-07,NBVENTURES,20.0,50.0
2021-02-24,NBVENTURES,20.0,50.0
2021-05-24,NCC,20,50
,NCLIND,20,50
2021-02-10,NDGL,20.0,50.0
2021-05-04,NDGL,20.0,50.0
2021-05-06,NDL,20,50
2021-05-24,NDRAUTO,20,50
2021-02-10,NDTV,20,50
2021-03-02,NECCLTD,20.0,50.0
2021-05-14,NECCLTD,20.0,50.0
2020-12-14,NECLIFE,20.0,50.0
2021-04-22,NECLIFE,20.0,50.0
2021-05-03,NELCAST,20.0,50.0
2021-07-12,NELCAST,20.0,50.0
2021-05-12,NELCO,20,50
2020-12-07,NEOGEN,20.0,50.0
2021-02-10,NEOGEN,20.0,50.0
2021-07-27,NEOGEN,20.0,50.0
2021-05-26,NESCO,20,50
2021-04-08,NESTLEIND,20.0,50.0
2021-05-14,NESTLEIND,20.0,50.0
2021-02-26,NETWORK18,20.0,50.0
2021-05-20,NETWORK18,20.0,50.0
2021-09-14,NETWORK18,20.0,50.0
2021-01-12,NEULANDLAB,20.0,50.0
2021-07-16,NEULANDLAB,20.0,50.0
2021-04-06,NEWGEN,20,50
2021-04-28,NEXTMEDIA,20,50
2021-02-25,NFL,20,50
2021-05-17,NH,20,50
2021-05-11,NHPC,20.0,50.0
2021-08-27,NHPC,20.0,50.0
2021-05-21,NIACL,20.0,50.0
2021-09-14,NIACL,20.0,50.0
2021-09-09,NIBL,20,50
2021-05-18,NIITLTD,20,50
2021-05-20,NILAINFRA,20,50
2021-05-27,NILASPACES,20,50
,NILKAMAL,20,50
2021-02-09,NIPPOBATRY,20.0,50.0
2021-03-01,NIPPOBATRY,20.0,50.0
2021-05-28,NIRAJ,20,50
2021-05-19,NITCO,20,50
2020-12-14,NITINFIRE,20.0,50.0
2021-04-22,NITINFIRE,20.0,50.0
,NITINSPIN,20,50
2020-12-22,NKIND,20.0,50.0
2021-03-01,NKIND,20.0,50.0
2021-06-08,NKIND,20.0,50.0
2021-05-12,NLCINDIA,20,50
2021-02-24,NMDC,20,50
2020-12-16,NOCIL,20,50
2021-01-07,NOIDATOLL,20.0,50.0
2021-03-05,NOIDATOLL,20.0,50.0
2021-06-10,NOIDATOLL,20.0,50.0
2021-06-02,NORBTEAEXP,20,50
2021-04-26,NOVARTIND,20,50
2021-02-19,NRAIL,20.0,50.0
2021-05-25,NRAIL,20.0,50.0
2021-05-21,NRBBEARING,20.0,50.0
2021-09-17,NRBBEARING,20.0,50.0
2021-03-31,NSIL,20,50
2020-12-29,NTL,20.0,50.0
2021-05-25,NTL,20.0,50.0
2021-02-23,NTPC,20.0,50.0
2021-05-14,NTPC,20.0,50.0
2021-09-17,NTPC,20.0,50.0
2020-12-24,NUCLEUS,20.0,50.0
2021-04-22,NUCLEUS,20.0,50.0
2021-09-16,NURECA,20,50
2021-05-14,NXTDIGITAL,20,50
2021-04-07,OAL,20.0,50.0
2021-07-09,OAL,20.0,50.0
2021-09-07,OAL,20.0,50.0
2021-03-19,OBEROIRLTY,20.0,50.0
2021-05-21,OBEROIRLTY,20.0,50.0
2021-01-20,OCCL,20.0,50.0
2021-05-24,OCCL,20.0,50.0
2021-09-15,OCCL,20.0,50.0
2020-12-29,OFSS,20.0,50.0
2021-04-06,OFSS,20.0,50.0
2021-05-14,OIL,20,50
2021-03-24,OILCOUNTUB,20,50
2021-06-22,OLECTRA,20,50
2021-05-24,OMAXAUTO,20,50
2021-05-14,OMAXE,20,50
,OMINFRAL,20,50
2021-03-18,OMKARCHEM,20.0,50.0
2021-07-27,OMKARCHEM,20.0,50.0
2021-04-26,ONEPOINT,20,50
2021-05-12,ONGC,20.0,50.0
2021-09-03,ONGC,20.0,50.0
2021-02-05,ONMOBILE,20,50
,ONWARDTEC,20,50
2021-02-16,OPTIEMUS,20.0,50.0
2021-06-21,OPTIEMUS,20.0,50.0
2021-09-01,OPTIEMUS,20.0,50.0
2021-04-27,OPTOCIRCUI,20,50
2021-05-18,ORBTEXP,20,50
,ORCHPHARMA,20,50
2021-05-05,ORICONENT,20,50
2021-04-28,ORIENTABRA,20,50
2020-12-09,ORIENTALTL,20.0,50.0
2021-04-29,ORIENTALTL,20.0,50.0
2021-05-11,ORIENTBELL,20,50
,ORIENTCEM,20,50
2021-06-02,ORIENTELEC,20,50
2021-04-29,ORIENTHOT,20,50
2021-06-07,ORIENTLTD,20.0,50.0
2021-07-14,ORIENTLTD,20.0,50.0
2021-05-20,ORIENTPPR,20.0,50.0
2021-09-09,ORIENTPPR,20.0,50.0
2021-02-12,ORIENTREF,20.0,50.0
2021-03-19,ORIENTREF,20.0,50.0
2021-03-02,ORISSAMINE,20.0,50.0
2021-03-31,ORISSAMINE,20.0,50.0
2021-05-11,ORISSAMINE,20.0,50.0
2020-12-04,ORTEL,20.0,50.0
2021-05-17,ORTEL,20.0,50.0
2021-08-31,ORTEL,20.0,50.0
2021-06-10,ORTINLAB,20,50
2021-05-26,OSWALAGRO,20.0,50.0
2021-09-17,OSWALAGRO,20.0,50.0
2021-02-17,PAEL,20.0,50.0
2021-06-29,PAEL,20.0,50.0
2021-03-25,PAGEIND,20.0,50.0
2021-05-24,PAGEIND,20.0,50.0
2021-07-07,PAGEIND,20.0,50.0
2021-09-01,PAGEIND,20.0,50.0
2021-09-16,PAGEIND,20.0,50.0
2020-12-10,PAISALO,20.0,50.0
2021-07-12,PAISALO,20.0,50.0
2021-09-03,PAISALO,20.0,50.0
2021-03-01,PALASHSECU,20,50
2021-09-13,PALREDTEC,20,50
2021-04-09,PANACEABIO,20,50
2021-01-11,PANACHE,20.0,50.0
2021-02-05,PANACHE,20.0,50.0
2021-06-10,PANACHE,20.0,50.0
2021-04-26,PANAMAPET,20,50
2020-12-04,PARACABLES,20.0,50.0
2021-03-09,PARACABLES,20.0,50.0
2021-04-28,PARACABLES,20.0,50.0
2021-04-09,PARAGMILK,20,50
2021-02-16,PARSVNATH,20.0,50.0
2021-05-27,PARSVNATH,20.0,50.0
2021-09-13,PARSVNATH,20.0,50.0
2021-05-12,PATELENG,20,50
2021-02-17,PATINTLOG,20.0,50.0
2021-05-17,PATINTLOG,20.0,50.0
2021-05-18,PATSPINLTD,20,50
,PBAINFRA,20,50
2021-05-27,PCJEWELLER,20.0,50.0
2021-09-17,PCJEWELLER,20.0,50.0
2021-02-17,PDMJEPAPER,20.0,50.0
2021-05-26,PDMJEPAPER,20.0,50.0
,PDSMFL,20,50
2020-12-11,PEARLPOLY,20.0,50.0
2021-04-20,PEARLPOLY,20.0,50.0
2021-05-28,PEARLPOLY,20.0,50.0
2021-06-02,PEL,20,50
2021-05-14,PENIND,20,50
2021-03-24,PENINLAND,20.0,50.0
2021-05-27,PENINLAND,20.0,50.0
2020-12-14,PERSISTENT,20,50
2021-03-02,PETRONET,20.0,50.0
2021-05-11,PETRONET,20.0,50.0
2021-08-27,PETRONET,20.0,50.0
2021-05-27,PFC,20,50
2021-04-09,PFIZER,20,50
2020-12-09,PFOCUS,20.0,50.0
2021-08-26,PFOCUS,20.0,50.0
2020-12-04,PFS,20.0,50.0
2021-03-03,PFS,20.0,50.0
2021-05-24,PFS,20.0,50.0
2021-01-29,PGEL,20.0,50.0
2021-05-28,PGEL,20.0,50.0
2021-09-17,PGEL,20.0,50.0
2021-07-02,PGHH,20.0,50.0
2021-08-30,PGHH,20.0,50.0
,PGHL,20,50
2021-04-07,PGIL,20,50
2021-04-22,PHILIPCARB,20.0,50.0
2021-09-16,PHILIPCARB,20.0,50.0
2021-05-28,PHOENIXLTD,20,50
2021-03-24,PIDILITIND,20,50
2021-02-24,PIIND,20,50
2021-05-26,PILANIINVS,20,50
,PILITA,20,50
2021-05-11,PIONDIST,20.0,50.0
2021-08-20,PIONDIST,20.0,50.0
2021-04-20,PIONEEREMB,20,50
2021-05-24,PITTIENG,20,50
2021-02-26,PKTEA,20.0,50.0
2021-05-20,PKTEA,20.0,50.0
2021-09-08,PKTEA,20.0,50.0
2021-05-11,PLASTIBLEN,20.0,50.0
2021-09-09,PLASTIBLEN,20.0,50.0
2021-02-03,PNB,20.0,50.0
2021-05-25,PNB,20.0,50.0
2021-05-05,PNBGILTS,20,50
2021-02-17,PNBHOUSING,20.0,50.0
2021-05-24,PNBHOUSING,20.0,50.0
2021-03-15,PNC,20.0,50.0
2021-07-07,PNC,20.0,50.0
2021-05-28,PNCINFRA,20,50
2021-06-07,PODDARHOUS,20,50
2020-12-04,PODDARMENT,20.0,50.0
2021-02-08,PODDARMENT,20.0,50.0
2021-04-23,PODDARMENT,20.0,50.0
2021-09-14,PODDARMENT,20.0,50.0
2021-03-22,POKARNA,20,50
2021-09-01,POLYCAB,20,50
2021-09-14,POLYMED,20,50
2021-02-10,POLYPLEX,20,50
2021-04-08,PONNIERODE,20,50
2021-02-03,POWERGRID,20.0,50.0
2021-05-12,POWERGRID,20.0,50.0
2021-08-12,POWERGRID,20.0,50.0
2021-02-15,POWERINDIA,20.0,50.0
2021-08-26,POWERINDIA,20.0,50.0
,POWERMECH,20,50
2021-05-27,PPAP,20,50
,PPL,20,50
2021-05-10,PRAENG,20,50
,PRAJIND,20,50
2021-03-08,PRAKASH,20.0,50.0
2021-08-02,PRAKASH,20.0,50.0
2021-05-05,PRAKASHSTL,20,50
2021-06-01,PRAXIS,20,50
2021-04-13,PRECAM,20,50
,PRECOT,20,50
2021-02-11,PRECWIRE,20.0,50.0
2021-08-26,PRECWIRE,20.0,50.0
2021-02-05,PREMEXPLN,20.0,50.0
2021-03-09,PREMEXPLN,20.0,50.0
2021-07-01,PREMEXPLN,20.0,50.0
2020-12-07,PREMIER,20.0,50.0
2021-05-24,PREMIER,20.0,50.0
2021-04-30,PREMIERPOL,20,50
2021-05-07,PRESSMN,20,50
2021-06-14,PRESTIGE,20,50
